Project Code,Title,Commitment in U.A,Country,Starting Date,Status,Source of Financing,Sector,Sovereign
P-ET-FAA-002,Ethiopia - Tulu Moye Geothermal Resource Development Development,"7,505,535.33",Ethiopia,07 Dec 2022,Approved,Sustainable Energy Fund for Africa,Power,Non Sovereign
P-MG-A00-014,Madagascar - Additional Financing For The African Disaster Risk Financing Programme (ADRIFI),"10,000,000.00",Madagascar,05 Dec 2022,Implementation,Transition Support Facility,Agriculture and Rural Development,Sovereign
P-CD-H00-002,Democratic Republic of the Congo - Financial Sector Development and Financial Inclusion Support Project in DRC (PADSFI),"9,410,000.00","Congo, the Democratic Republic of the",01 Dec 2022,Approved,African Development Fund,Finance,Sovereign
P-BF-E00-018,Burkina Faso - Water and Sanitation Services Improvement Project for Resilience Building (PASEPA-ER),"60,800,000.00",Burkina Faso,01 Dec 2022,Approved,,Water Supply & Sanitation,Sovereign
P-NE-FA0-005,Niger - Desert to Power Initiative - Project for the Development of Solar Power Plants and Improvement of Access to Electricity (RANAA),"99,160,000.00",Niger,01 Dec 2022,Approved,African Development Fund,Power,Sovereign
P-SC-K00-023,Seychelles - Governance and Economic Reforms Support Program (GERSP) - Phase II,"18,832,959.19",Seychelles,01 Dec 2022,Approved,African Development Bank,Multi-Sector,Sovereign
P-Z1-DB0-254,"Multinational (Rwanda / Burundi) - Cross Border Roads Upgrading Project, Phase I","54,253,100.00",Multinational,01 Dec 2022,Approved,African Development Fund,Transport,Sovereign
P-Z1-DB0-274,"Multinational (Rwanda / Burundi) - Cross Border Roads Upgrading Project, Phase I","2,500,000.00",Multinational,01 Dec 2022,Approved,African Development Fund,Transport,Sovereign
P-SN-KA0-018,Senegal - Resources Mobilization and Reforms Effectiveness Support Program Phase III,"56,418,039.58",Senegal,30 Nov 2022,Approved,African Development Bank,Multi-Sector,Sovereign
P-SN-DB0-025,Senegal - The Dakar-Tivaouane-Saint-Louis Highway Construction Project,"98,152,415.47",Senegal,30 Nov 2022,Approved,African Development Bank,Transport,Sovereign
P-LS-E00-008,"Lesotho - Lesotho Lowlands Water Development and Sanitation Project, Phase 3","10,000,000.00",Lesotho,30 Nov 2022,Approved,African Development Fund,Water Supply & Sanitation,Sovereign
P-BW-K00-005,Botswana - Economic Recovery Support Program – Phase II (ERSP II),"136,640,199.57",Botswana,30 Nov 2022,Approved,African Development Bank,Multi-Sector,Sovereign
P-Z1-D00-056,Multinational -  EAC Railway Rehabilitation Support Project - Refurbishment of Kampala-Malaba Meter-Gauge-Railway,"221,579,225.16",Multinational,30 Nov 2022,Approved,African Development Bank,Transport,Sovereign
P-NE-H00-001,Niger - Financial Sector Deepening and Financial Inclusion Project in Niger (PASFIF),"12,400,000.00",Niger,24 Nov 2022,Approved,African Development Fund,Finance,Sovereign
,,,,,,,,
P-MZ-F00-017,Mozambique - Hidroelectricia Cahora Bassa’s (HCB) Corporate Loan Facility,"78,914,764.16",Mozambique,23 Nov 2022,Approved,African Development Bank,Power,Non Sovereign
P-Z1-DB0-255,Multinational (Democratic Republic of Congo / Angola) - The Democratic Republic of Congo - Angola Trans-National Economic Corridor Construction Project – Phase 1,"125,000,000.00",Multinational,23 Nov 2022,Approved,African Development Fund,Transport,Sovereign
P-LY-EA0-002,"Libya - Strengthening the Regulatory, Legislative and Strategic Water Framework","180,000.00",Libyan Arab Jamahiriya,23 Nov 2022,Approved,Middle Income Countries Fund,Water Supply & Sanitation,Sovereign
P-DJ-DB0-005,Djibouti - Integrated study of urban infrastructure and climate adaptation in the city of Djibouti,"2,800,000.00",Djibouti,22 Nov 2022,Approved,African Development Fund,Transport,Sovereign
P-ET-E00-016,Ethiopia - Borana Resilient Water Development for Improved Livelihoods Program (PHASE 1),"10,720,000.00",Ethiopia,21 Nov 2022,Approved,African Development Fund,Water Supply & Sanitation,Sovereign
P-GH-A00-012,Ghana - Savannah Agriculture Value Chain Development Project (SADEP),"21,740,000.00",Ghana,21 Nov 2022,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
P-GN-A00-009,Guinea - Emergency Food Production Project (PPAU),"17,660,000.00",Guinea,18 Nov 2022,Approved,African Development Fund,Agriculture and Rural Development,Sovereign
P-Z1-AAG-043,Multinational - Dal Group Company Limited (Phase II),"76,054,881.20",Multinational,16 Nov 2022,Approved,African Development Bank,Agriculture and Rural Development,Non Sovereign
P-Z1-HAA-107,Multinational - The Africa Finance Corporation (AFC) - Infrastructure and Trade Financing in Africa,"301,909,523.01",Multinational,16 Nov 2022,Approved,African Development Bank,Finance,Non Sovereign
P-ZM-E00-021,Zambia - Feasability study detailed design and ESIA for Lusaka city water supply improvement projet,"350,000.00",Zambia,10 Nov 2022,Approved,Middle Income Countries Fund,Water Supply & Sanitation,Sovereign
P-CV-K00-015,Cabo verde - E-Governance and Public Administration Modernisation Program (E-PAMP),"16,095,284.08",Cape Verde,09 Nov 2022,Approved,African Development Bank,Multi-Sector,Sovereign
P-EG-AAC-027,Egypt - Water Recycling in Agriculture Project - Gabel el Asfer Stage III - Phase A & B,"63,247,606.47",Egypt,09 Nov 2022,Approved,,Agriculture and Rural Development,Sovereign
P-EG-HAB-011,Egypt - MISR Bank,"98,786,446.50",Egypt,09 Nov 2022,Approved,African Development Bank,Finance,Non Sovereign
P-SN-E00-008,Senegal - Access to Water and Sanitation Services for Sustainable Resilience in Disadvantaged Areas Project,"32,491,553.43",Senegal,09 Nov 2022,Approved,African Development Bank,Water Supply & Sanitation,Sovereign
P-SS-KF0-007,South Sudan - Institutional Support Project for Strengthening Economic Governance,"7,030,000.00",South Sudan,09 Nov 2022,Approved,African Development Fund,Multi-Sector,Sovereign
P-Z1-DB0-157,Senegal - Bissau - Dakar Road Corridor Improvement Project - Phase 1 - Farim-Tanaff-Sandinieri Road Development,"25,010,000.00",Multinational,09 Nov 2022,Implementation,African Development Fund,Transport,Sovereign
P-Z1-DB0-273,Multinational - Bissau - Dakar Road Corridor Improvement Project - Phase 1 - Farim-Tanaff-Sandinieri Road Development,"45,720,000.00",Multinational,09 Nov 2022,Implementation,African Development Fund,Transport,Sovereign
P-GM-A00-007,Gambia - Incentive-Based Risk Sharing System for Agricultural Lending (GAMIRSAL) Establishment Project,"5,000,000.00",Gambia,08 Nov 2022,Approved,African Development Fund,Agriculture and Rural Development,Sovereign
P-Z1-AA0-149,Burundi - Strengthening Emergency Preparedness and Response to Food Crisis,"3,900,000.00",Multinational,08 Nov 2022,Approved,Transition Support Facility,Agriculture and Rural Development,Sovereign
P-Z1-AA0-157,South Sudan - Strengthening Emergency Preparedness and Response to Food Crisis,"2,050,000.00",Multinational,08 Nov 2022,Approved,Transition Support Facility,Agriculture and Rural Development,Sovereign
,,,,,,,,
P-Z1-AA0-155,Comoros - Strengthening Emergency Preparedness and Response to Food Crisis,"1,950,000.00",Multinational,08 Nov 2022,Approved,Transition Support Facility,Agriculture and Rural Development,Sovereign
P-MG-EAZ-001,"Madagascar - PPF Project mobilization, protection and development of water resources","2,499,850.00",Madagascar,08 Nov 2022,Implementation,,Water Supply & Sanitation,Sovereign
P-Z1-AA0-156,"Somalia - Strengthening Emergency  Preparedness  and  Response  to  Food Crisis  in Burundi,  Comoros, Somalia  and  South  Sudan Project","2,050,000.00",Multinational,08 Nov 2022,Implementation,Transition Support Facility,Agriculture and Rural Development,Sovereign
P-SN-A00-023,"Senegal - Project to Mitigate the Impact of COVID-19 on Food Security in the Louga, Matam and Kaffrine Regions","3,365,193.21",Senegal,07 Nov 2022,Approved,Global Agriculture and Food Security Program,Agriculture and Rural Development,Sovereign
P-MR-AA0-016,Mauritania - Emergency Assistance Project for Flood Victims in the Tagant and Valley Regions,"751,405.13",Mauritania,04 Nov 2022,Approved,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-TG-J00-001,Togo - Technical Assistance for the Feasibility Studies for the Project to build 20000 affordable Housing Units,"7,500,000.00",Togo,04 Nov 2022,Approved,African Development Fund,Urban Development,Sovereign
P-Z1-KF0-075,Multinational - Regional  Institutional  Support  Project  for  Public  Financial  Governance Phase II (RISPFG),"3,000,000.00",Multinational,03 Nov 2022,Approved,African Development Fund,Multi-Sector,Sovereign
P-Z1-K00-136,Multinational - Regional  Institutional  Support  Project  for  Public  Financial  Governance Phase II (RISPFG),"1,710,000.00",Multinational,03 Nov 2022,Approved,African Development Fund,Multi-Sector,Sovereign
P-CV-GB0-004,Cabo Verde - Technology Park (CVTP) Phase II,"11,480,773.80",Cape Verde,02 Nov 2022,Approved,African Development Bank,Communications,Sovereign
P-GW-KA0-010,Guinea-Bissau - Public Administration Management Support Project (PAGAP),"6,067,340.00",Guinea-Bissau,02 Nov 2022,Approved,Transition Support Facility,Multi-Sector,Sovereign
P-Z1-BB0-008,Multinational - COMESA Support towards Regional Pharmaceutical Sector Development,"5,000,000.00",Multinational,02 Nov 2022,Approved,African Development Fund,"Industry, Minning & Quarrying",Sovereign
P-SN-A00-015,Senegal - Centre Agro-Industrial Processing Zone Project,"52,155,515.28",Senegal,26 Oct 2022,Approved,,Agriculture and Rural Development,Sovereign
P-TZ-I00-003,Tanzania - Skills Development for Youth Employability in the Blue Economy Project,"35,000,000.00","Tanzania, United Republic of",26 Oct 2022,Approved,African Development Fund,Social,Sovereign
P-LS-KF0-005,Lesotho - Institutional Support Project For Debt and Expenditure Management (ISPDEM),"2,000,000.00",Lesotho,26 Oct 2022,Approved,African Development Fund,Multi-Sector,Sovereign
P-Z1-DB0-253,Multinational - SADC Sub-Regional Transport and Trade Facilitation Project,"48,180,000.00",Multinational,26 Oct 2022,Approved,African Development Fund,Transport,Sovereign
P-Z1-DB0-271,Multinational - SADC Sub-Regional Transport and Trade Facilitation Project,"52,500,000.00",Multinational,26 Oct 2022,Implementation,African Development Fund,Transport,Sovereign
P-MU-A00-002,Mauritius- Development of the Mauritius Special Agro Industrial Processing Zone Project - Additional financing,"50,000.00",Mauritius,21 Oct 2022,Approved,Middle Income Countries Fund,Agriculture and Rural Development,Sovereign
P-KM-A00-002,Comoros - Emergency Agricultural Production Support Project,"4,500,000.00",Comoros,17 Oct 2022,Approved,Transition Support Facility,Agriculture and Rural Development,Sovereign
P-Z1-DB0-250,Multinational - Addendum Guinea-Mano River Union Road Developement and Transport Facilitation Programme- Phase  3,"6,030,000.00",Multinational,17 Oct 2022,Approved,African Development Fund,Transport,Sovereign
P-TN-AA0-030,Tunisia – Emergency Food Security Support Project (PAUSAT),"60,837,427.19",Tunisia,12 Oct 2022,Implementation,African Development Bank,Agriculture and Rural Development,Sovereign
,,,,,,,,
P-LR-AA0-012,Liberia - Special Agro Industrial Processing Zone Project - Additional Financing,"2,230,000.00",Liberia,12 Oct 2022,Approved,African Development Fund,Agriculture and Rural Development,Sovereign
P-BI-IE0-006,Burundi - Agropastoral Entrepreneurship and Professional Development Project for Youth and Women in Burundi - (PEAPJF- Burundi),"15,400,000.00",Burundi,06 Oct 2022,Approved,,Social,Sovereign
P-DJ-KF0-010,Djibouti - Project for Capacity Development of Public Finance Control Institutions and Governance of Public Establishments and Enterprises (PAIC-GEP),"4,700,000.00",Djibouti,04 Oct 2022,Approved,African Development Fund,Multi-Sector,Sovereign
P-CI-FA0-027,Côte d’Ivoire - Electricity for All Project (PEPT),"7,770,000.00",Côte d'Ivoire,03 Oct 2022,Implementation,,Power,Sovereign
P-BF-EA0-007,Burkina Faso - Project to support access to drinking water and sanitation in outlying areas,"1,228,018.32",Burkina Faso,03 Oct 2022,Approved,AfricaWater Facility Fund,Water Supply & Sanitation,Sovereign
P-NG-HAB-047,Nigeria - FSDH Merchant Bank Limited (FSDH) - Trade Finance Line of Credit (TFLOC) and Transaction Guarantee (TG),"11,719,848.74",Nigeria,30 Sep 2022,Approved,African Development Bank,Finance,Non Sovereign
P-ZW-KF0-014,Zimbabwe - Support for Arrears Clearance and Governance Enhancement,"3,000,000.00",Zimbabwe,28 Sep 2022,Implementation,Transition Support Facility,Multi-Sector,Sovereign
P-MA-AA0-023,Morocco - Support Programme for Competitive and Resilient Development of Cereal Farming,"160,804,182.53",Morocco,28 Sep 2022,Approved,African Development Bank,Agriculture and Rural Development,Sovereign
P-UG-DB0-031,Uganda - Namagumba Budaduri-Naluguga Road Upgrading Project,"54,027,729.16",Uganda,28 Sep 2022,Approved,African Development Bank,Transport,Sovereign
P-NA-K00-005,Namibia - Governance and Economic Recovery Support Program - Phase II (GERSP-II),"89,677,006.82",Namibia,28 Sep 2022,Implementation,African Development Bank,Multi-Sector,Sovereign
P-TD-KF0-011,Chad - Economic Governance and Extractive Sector Support Project PASEGE,"7,070,000.00",Chad,22 Sep 2022,Implementation,African Development Fund,Multi-Sector,Sovereign
P-ML-E00-010,Mali - Climate Change Resilience Support Project and COVID-19 in Bamako,"1,339,614.91",Mali,17 Sep 2022,Approved,AfricaWater Facility Fund,Water Supply & Sanitation,Sovereign
P-Z1-GB0-035,Multinational - Upstream project for digital market development in Africa (UP4DMDA) – Phase 1,"7,000,000.00",Multinational,15 Sep 2022,Approved,,Communications,Sovereign
P-Z1-FF0-030,Multinational - The COVID-19 Off-Grid Recovery Platform (CRP),"4,878,597.97",Multinational,14 Sep 2022,Approved,Sustainable Energy Fund for Africa,Power,Non Sovereign
P-Z1-BZ0-013,Multinational - Strengthening  Institutional Capacity of AUDA-NEPAD of 15 Countries,"751,840.13",Multinational,14 Sep 2022,Implementation,Fund for African Private Sector Assistance,"Industry, Minning & Quarrying",Non Sovereign
P-DZ-AAF-003,Algeria - Technical assistance for the development of a national investment plan in blue economy,"180,000.00",Algeria,06 Sep 2022,Approved,Middle Income Countries Fund,Agriculture and Rural Development,Sovereign
P-TG-EB0-003,Togo - Promotion of sanitation in semi-urban centers,"1,026,019.86",Togo,24 Aug 2022,Implementation,AfricaWater Facility Fund,Water Supply & Sanitation,Sovereign
P-AO-HZ0-001,Angola - Economic Governance and Capacity Building (Technical Assistance Phase II),"85,000.00",Angola,19 Aug 2022,Approved,Middle Income Countries Fund,Finance,Sovereign
P-Z1-EA0-012,Multinational - Project to improve the environment conducive to the sustainable and equitable management of water resources,"3,577,981.87",Multinational,06 Aug 2022,Approved,AfricaWater Facility Fund,Water Supply & Sanitation,Sovereign
P-SZ-KZ0-001,Eswatini - Public Procurement Technical Assistance,"110,000.00",Eswatini,29 Jul 2022,Approved,Middle Income Countries Fund,Multi-Sector,Sovereign
,,,,,,,,
P-GN-K00-016,Guinea - PPF Fomi Multipurpose Dam Project,"2,724,000.00",Guinea,29 Jul 2022,Approved,,Multi-Sector,Sovereign
P-MU-KZ0-001,Mauritius - Improve accountability of Procurement System Project,"100,000.00",Mauritius,27 Jul 2022,Approved,Middle Income Countries Fund,Multi-Sector,Sovereign
P-CI-AA0-037,Côte d'Ivoire - Emergency Food Production Programme (2PAU-CIAEFPF-Côte d’Ivoire),"121,463,175.57",Côte d'Ivoire,15 Jul 2022,Approved,African Development Bank,Agriculture and Rural Development,Sovereign
P-CD-AA0-019,Democratic Republic of Congo - Emergency Food Production Project (PURPA),"10,000,000.00","Congo, the Democratic Republic of the",15 Jul 2022,Implementation,Transition Support Facility,Agriculture and Rural Development,Sovereign
